,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,BsmtFin SF 1,BsmtFin SF 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Has Alley,Has Pool,Has Fence,Has Misc Feature,Mas Vnr Type_Encoding,Has Bsmt,Encoded Bsmt Qual,Bsmt Cond Encode,Bsmt Exposure Encode,BsmtFin Type 1 Encode,BsmtFin Type 2 Encode,Has Garage,Garage Type Encode,Has FirePlace,Fireplace Qu Encode,Garage cond,Bsmt Qual Encoded,Mas Vnr Type Encode
828,20,RL,95.0,10324,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,872.0,0.0,1254.0,GasA,Ex,Y,SBrkr,1254,0,0,1254,1.0,0.0,2,0,2,1,Gd,5,Typ,0,2008.0,3.0,810.0,Y,168,92,0,0,0,0,0,3,2009,WD ,Normal,221800,0,0,0,0,1,1,2,5,0,2,6,1,1,0,3,,2,1
829,20,RL,64.0,7314,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,Gd,TA,PConc,724.0,0.0,1232.0,GasA,Ex,Y,SBrkr,1232,0,0,1232,1.0,0.0,2,0,2,1,Gd,6,Typ,0,2007.0,2.0,632.0,Y,132,0,0,0,0,0,0,2,2009,WD ,Normal,194500,0,0,0,0,4,1,2,5,0,2,6,1,1,0,3,,2,4
830,20,RL,78.0,11645,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,24.0,0.0,1498.0,GasA,Ex,Y,SBrkr,1498,0,0,1498,0.0,0.0,2,0,3,1,Gd,7,Typ,1,2005.0,3.0,844.0,Y,144,98,0,0,0,0,0,3,2009,WD ,Normal,237000,0,0,0,0,4,1,0,5,1,2,6,1,1,1,2,,0,4
831,60,RL,79.0,11646,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,704.0,GasA,Ex,Y,SBrkr,704,718,0,1422,0.0,0.0,2,1,3,1,Gd,7,Typ,1,2005.0,2.0,440.0,Y,36,28,0,0,0,0,0,7,2009,WD ,Normal,173000,0,0,0,0,3,1,2,5,0,6,6,1,1,1,2,,2,3
832,80,RL,68.0,12800,Pave,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,1518.0,0.0,1518.0,GasA,Gd,Y,SBrkr,1644,0,0,1644,1.0,1.0,2,0,2,1,Gd,5,Typ,1,1989.0,2.0,569.0,Y,80,0,0,0,396,0,0,8,2009,WD ,Normal,275000,0,0,0,0,1,1,2,5,1,2,6,1,1,1,5,,2,1
833,60,RL,68.0,16698,Pave,IR1,HLS,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,800.0,0.0,1449.0,GasA,Gd,Y,SBrkr,944,815,0,1759,1.0,0.0,2,1,3,1,Gd,7,Typ,1,1992.0,2.0,525.0,Y,150,193,0,0,0,0,0,6,2009,WD ,Normal,233500,0,0,0,0,3,1,2,5,0,2,6,1,1,1,5,,2,3
834,60,RL,68.0,28698,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,PConc,249.0,764.0,1013.0,GasA,TA,Y,SBrkr,1160,966,0,2126,0.0,1.0,2,1,3,1,TA,7,Min2,0,1967.0,2.0,538.0,Y,486,0,0,0,225,0,0,6,2009,WD ,Abnorml,185000,0,0,0,0,3,1,5,2,1,3,0,1,1,0,3,,5,3
835,20,RL,82.0,12464,Pave,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,732.0,0.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,Gd,6,Typ,0,2000.0,2.0,576.0,Y,168,0,0,0,0,0,0,11,2009,WD ,Normal,152000,0,0,1,0,3,1,2,5,3,2,6,1,5,0,3,,2,3
836,20,RL,65.0,9757,Pave,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,755.0,0.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,TA,5,Typ,0,1995.0,1.0,440.0,Y,66,0,0,0,92,0,0,10,2009,WD ,Normal,143000,0,0,0,0,3,1,5,5,3,0,6,1,1,0,3,,5,3
837,60,RL,65.0,15426,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,821.0,0.0,928.0,GasA,Ex,Y,SBrkr,928,836,0,1764,1.0,0.0,2,1,3,1,Gd,7,Typ,0,1997.0,2.0,470.0,Y,276,99,0,0,0,0,0,8,2009,WD ,Normal,231500,0,0,1,0,3,1,2,5,3,2,6,1,1,0,3,,2,3
838,60,RL,43.0,10667,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,385.0,344.0,799.0,GasA,Ex,Y,SBrkr,827,834,0,1661,1.0,0.0,2,1,3,1,Gd,6,Typ,1,1996.0,2.0,550.0,Y,158,61,0,0,0,0,0,4,2009,ConLw,Normal,212000,0,0,0,0,3,1,2,5,0,2,0,1,1,1,5,,2,3
839,20,RL,65.0,14753,Pave,IR2,Low,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,950.0,0.0,1463.0,GasA,Ex,Y,SBrkr,1463,0,0,1463,1.0,0.0,2,0,3,1,TA,5,Typ,0,1998.0,2.0,539.0,Y,0,81,0,0,0,0,0,12,2009,WD ,Normal,207000,0,0,1,0,3,1,2,5,2,2,6,1,1,0,3,,2,3
840,20,RL,112.0,10859,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,0.0,0.0,1097.0,GasA,Ex,Y,SBrkr,1097,0,0,1097,0.0,0.0,1,1,3,1,TA,6,Typ,0,1995.0,2.0,672.0,Y,392,64,0,0,0,0,0,6,2009,WD ,Normal,145000,0,0,0,0,3,1,2,5,3,6,6,1,1,0,3,,2,3
841,20,RL,60.0,8072,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,746.0,0.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,TA,5,Typ,0,2000.0,2.0,480.0,Y,0,64,0,0,0,0,0,5,2009,WD ,Normal,138000,0,0,0,0,3,1,2,2,3,0,6,1,5,0,3,,2,3
842,60,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,0.0,0.0,866.0,GasA,Ex,Y,SBrkr,866,913,0,1779,0.0,0.0,2,1,3,1,Gd,6,Typ,0,1998.0,2.0,546.0,Y,198,36,0,0,0,0,0,3,2009,WD ,Normal,197900,0,0,0,0,3,1,2,5,0,6,6,1,1,0,3,,2,3
843,20,RL,78.0,10335,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,679.0,0.0,1490.0,GasA,Ex,Y,SBrkr,1501,0,0,1501,1.0,0.0,2,0,3,1,Gd,6,Typ,0,1999.0,2.0,577.0,Y,144,29,0,0,0,0,0,6,2009,WD ,Normal,204000,0,0,0,0,1,1,2,5,1,2,6,1,1,0,3,,2,1
844,20,RL,68.0,9017,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,560.0,0.0,1431.0,GasA,Ex,Y,SBrkr,1431,0,0,1431,1.0,0.0,2,0,3,1,Gd,6,Typ,0,1999.0,2.0,666.0,Y,0,35,0,0,0,0,0,9,2009,WD ,Normal,192000,0,0,0,0,3,1,2,5,0,2,6,1,1,0,3,,2,3
845,60,RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,TA,TA,PConc,606.0,0.0,928.0,GasA,Ex,Y,SBrkr,928,844,0,1772,1.0,0.0,2,1,3,1,TA,7,Typ,1,1998.0,2.0,492.0,Y,150,96,0,0,0,0,0,4,2009,WD ,Normal,200000,0,0,0,0,1,1,2,5,3,2,6,1,1,1,5,,2,1
846,60,RL,68.0,8935,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,0.0,0.0,831.0,GasA,Ex,Y,SBrkr,831,829,0,1660,0.0,0.0,2,1,3,1,Gd,7,Typ,0,2002.0,2.0,493.0,Y,144,68,0,0,0,0,0,7,2009,WD ,Normal,195000,0,0,0,0,1,1,2,5,3,6,6,1,1,0,3,,2,1
847,20,RL,67.0,9808,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,788.0,0.0,1573.0,GasA,Ex,Y,SBrkr,1573,0,0,1573,1.0,0.0,2,0,3,1,Gd,6,Typ,0,2002.0,2.0,544.0,Y,0,72,0,0,0,0,0,3,2009,WD ,Normal,227000,0,0,0,0,1,1,2,5,3,2,6,1,1,0,3,,2,1
848,60,RL,79.0,12420,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,666.0,0.0,944.0,GasA,Ex,Y,SBrkr,944,896,0,1840,1.0,0.0,2,1,3,1,Gd,6,Typ,0,2001.0,2.0,622.0,Y,0,45,0,0,0,0,0,6,2009,WD ,Normal,230000,0,0,0,0,3,1,2,5,3,2,6,1,1,0,3,,2,3
849,20,RL,67.0,16285,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,1413.0,GasA,Ex,Y,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,Gd,6,Typ,0,2001.0,2.0,605.0,Y,0,33,0,0,0,0,0,6,2009,WD ,Normal,187100,0,0,0,0,3,1,2,5,3,6,6,1,1,0,3,,2,3
850,20,RL,65.0,10739,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,1259.0,0.0,1431.0,GasA,Ex,Y,SBrkr,1444,0,0,1444,1.0,0.0,2,0,3,1,Gd,6,Typ,0,2002.0,2.0,577.0,Y,144,40,0,0,0,0,0,4,2009,WD ,Normal,203000,0,0,0,0,1,1,2,5,3,2,6,1,1,0,3,,2,1
851,20,RL,75.0,11166,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,24.0,0.0,1492.0,GasA,Ex,Y,SBrkr,1492,0,0,1492,0.0,0.0,2,0,3,1,Gd,6,Typ,1,2001.0,2.0,608.0,Y,0,114,0,0,168,0,0,7,2009,WD ,Family,201000,0,0,0,0,1,1,2,5,2,2,6,1,1,1,5,,2,1
852,20,RL,60.0,8430,Pave,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,TA,TA,CBlock,616.0,0.0,1040.0,GasA,TA,Y,SBrkr,1040,0,0,1040,0.0,0.0,2,0,3,1,TA,5,Typ,0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,8,2009,WD ,Normal,124000,0,0,0,0,1,1,2,5,3,5,6,0,6,0,3,,2,1
853,20,RL,68.0,16269,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,BrkTil,625.0,0.0,907.0,GasA,TA,Y,SBrkr,907,0,0,907,0.0,0.0,1,0,3,1,TA,5,Typ,0,1978.0,1.0,343.0,Y,72,0,0,0,0,0,0,7,2009,WD ,Normal,140000,0,0,1,0,1,1,2,5,0,2,6,1,1,0,3,,2,1
854,20,RL,76.0,6950,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40.0,TA,TA,CBlock,710.0,72.0,914.0,GasA,TA,Y,SBrkr,914,0,0,914,1.0,0.0,1,0,2,1,TA,5,Typ,0,1979.0,2.0,444.0,Y,0,0,0,0,0,0,0,10,2009,WD ,Normal,134900,0,0,0,0,1,1,5,5,3,0,1,1,1,0,3,,5,1
855,20,RL,61.0,8800,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,532.0,144.0,1040.0,GasA,TA,Y,SBrkr,1040,0,0,1040,0.0,0.0,2,0,3,1,Gd,5,Typ,0,1977.0,2.0,484.0,Y,0,0,0,0,288,0,0,9,2009,WD ,Normal,150500,0,0,0,0,3,1,2,5,2,3,5,1,5,0,3,,2,3
856,20,RL,68.0,7000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,646.0,0.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,TA,6,Typ,0,1978.0,1.0,336.0,Y,0,0,0,0,0,0,0,7,2009,WD ,Normal,136500,0,0,1,0,1,1,5,5,3,0,6,1,1,0,3,,5,1
857,20,RL,68.0,9286,Pave,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,196.0,0.0,1268.0,GasA,TA,Y,SBrkr,1268,0,0,1268,0.0,0.0,1,1,3,1,Gd,5,Typ,0,1978.0,1.0,252.0,Y,173,0,0,0,0,0,0,10,2009,WD ,Normal,143500,0,0,0,0,3,1,2,2,0,0,6,1,5,0,3,,2,3
858,20,RL,36.0,15523,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,460.0,0.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,3,1,TA,5,Typ,1,1972.0,1.0,338.0,Y,0,0,0,0,0,0,0,8,2009,WD ,Normal,133500,0,0,0,0,3,1,5,5,0,1,6,1,1,1,1,,5,3
859,20,RL,60.0,7200,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,777.0,0.0,894.0,GasA,TA,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,2,1,TA,6,Typ,0,1985.0,2.0,600.0,Y,215,0,0,0,0,0,0,9,2009,WD ,Normal,123000,0,0,0,0,3,1,5,5,0,5,6,1,5,0,3,,5,3
860,85,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,1972,2003,Gable,CompShg,WdShing,HdBoard,None,0.0,TA,Gd,CBlock,660.0,0.0,768.0,GasA,Gd,Y,SBrkr,768,0,0,768,0.0,1.0,1,0,2,1,TA,5,Typ,0,1974.0,1.0,396.0,Y,192,0,0,0,0,0,0,4,2009,WD ,Normal,133900,0,0,1,0,3,1,2,5,0,2,6,1,5,0,3,,2,3
861,85,RL,70.0,8445,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,7,1972,2007,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,CBlock,656.0,0.0,768.0,GasA,TA,Y,SBrkr,768,0,0,768,1.0,0.0,1,0,2,1,TA,5,Typ,0,1988.0,2.0,396.0,Y,58,0,0,0,0,0,0,3,2009,WD ,Normal,133000,0,0,1,0,3,1,2,5,0,2,6,1,5,0,3,,2,3
862,20,RL,90.0,11664,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,1234.0,0.0,1569.0,GasA,Ex,Y,SBrkr,1611,0,0,1611,1.0,0.0,2,0,3,1,Gd,6,Typ,0,2002.0,3.0,1231.0,Y,262,93,0,0,0,0,0,9,2009,WD ,Normal,250000,0,0,0,0,3,1,2,5,0,2,6,1,1,0,3,,2,3
863,60,RL,68.0,12334,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198.0,Gd,TA,PConc,0.0,0.0,1068.0,GasA,Ex,Y,SBrkr,1068,1116,0,2184,0.0,0.0,2,1,4,1,Gd,8,Typ,1,2003.0,2.0,570.0,Y,192,132,0,0,0,0,0,6,2009,WD ,Normal,254750,0,0,0,0,1,1,2,5,0,6,6,1,3,1,2,,2,1
864,20,RL,68.0,11838,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,1753.0,GasA,Ex,Y,SBrkr,1788,0,0,1788,0.0,0.0,2,0,3,1,Ex,7,Typ,1,2001.0,2.0,522.0,Y,202,151,0,0,0,0,0,6,2009,WD ,Normal,236500,0,0,0,0,3,1,2,5,0,6,6,1,1,1,5,,2,3
865,60,RL,68.0,11885,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,990.0,0.0,1299.0,GasA,Ex,Y,SBrkr,1299,573,0,1872,1.0,0.0,2,1,3,1,Ex,7,Typ,1,2001.0,2.0,531.0,Y,160,122,0,0,0,0,0,11,2009,WD ,Normal,261500,0,0,0,0,1,1,2,5,0,2,6,1,3,1,5,,2,1
866,60,RL,68.0,11050,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,904.0,0.0,1440.0,GasA,Ex,Y,SBrkr,1476,677,0,2153,1.0,0.0,2,1,3,1,Ex,8,Typ,2,2000.0,3.0,736.0,Y,253,142,0,0,0,0,0,5,2009,WD ,Normal,313000,0,0,0,0,1,1,0,5,2,2,6,1,1,1,0,,0,1
868,60,RL,68.0,11250,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,944.0,GasA,Ex,Y,SBrkr,944,926,0,1870,0.0,0.0,2,1,3,1,Gd,6,Typ,0,2001.0,2.0,608.0,Y,256,43,0,0,0,0,0,5,2009,WD ,Normal,211000,0,0,0,0,3,1,2,5,3,6,6,1,1,0,3,,2,3
869,20,RL,90.0,15750,Pave,Reg,Lvl,AllPub,FR3,Gtl,CollgCr,Feedr,Norm,1Fam,1Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,Gd,TA,PConc,1246.0,0.0,1462.0,GasA,Ex,Y,SBrkr,1513,0,0,1513,1.0,0.0,2,0,2,1,Gd,5,Typ,1,1999.0,2.0,521.0,Y,135,34,0,0,0,0,0,6,2009,WD ,Normal,220000,0,0,0,0,1,1,2,5,1,2,6,1,1,1,5,,2,1
870,20,RL,73.0,11883,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,690.0,0.0,1504.0,GasA,Ex,Y,SBrkr,1504,0,0,1504,1.0,0.0,2,0,3,1,Gd,6,Typ,1,1996.0,2.0,478.0,Y,115,66,0,0,0,0,0,6,2009,WD ,Normal,203000,0,0,0,0,1,1,2,5,1,2,6,1,1,1,5,,2,1
871,20,RL,68.0,12782,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,HdBoard,HdBoard,BrkFace,164.0,Gd,TA,PConc,1360.0,0.0,1822.0,GasA,Ex,Y,SBrkr,1828,0,0,1828,1.0,0.0,2,0,3,1,Gd,7,Typ,1,2002.0,2.0,523.0,Y,194,144,0,0,0,0,0,6,2009,WD ,Normal,279500,0,0,0,0,1,1,0,5,1,2,6,1,1,1,2,,0,1
872,20,RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,209.0,Gd,TA,PConc,1111.0,0.0,1417.0,GasA,Ex,Y,SBrkr,1417,0,0,1417,1.0,0.0,2,0,3,1,Gd,7,Typ,1,1997.0,2.0,511.0,Y,60,0,0,0,117,0,0,8,2009,WD ,Normal,210000,0,0,0,0,1,1,2,5,0,2,6,1,1,1,5,,2,1
873,60,RL,68.0,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,739.0,0.0,1057.0,GasA,Ex,Y,SBrkr,1057,977,0,2034,1.0,0.0,2,1,3,1,Gd,8,Typ,0,1998.0,2.0,645.0,Y,576,36,0,0,0,0,0,2,2009,WD ,Normal,219500,0,0,1,0,1,1,2,5,3,2,6,1,1,0,3,,2,1
874,60,RL,70.0,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,880.0,GasA,Ex,Y,SBrkr,909,807,0,1716,0.0,0.0,2,1,2,1,Gd,7,Typ,1,1996.0,2.0,512.0,Y,0,120,0,0,0,0,0,7,2009,WD ,Normal,191000,0,0,0,0,3,1,2,5,3,6,6,1,1,1,5,,2,3
875,20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,1212.0,GasA,Ex,Y,SBrkr,1212,0,0,1212,0.0,0.0,2,0,3,1,Gd,6,Typ,0,2001.0,2.0,573.0,Y,356,0,0,0,0,0,0,6,2009,WD ,Normal,178000,0,0,0,0,3,1,2,5,3,6,6,1,1,0,3,,2,3
876,20,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,0.0,0.0,1630.0,GasA,Ex,Y,SBrkr,1630,0,0,1630,0.0,0.0,2,0,3,1,Gd,6,Typ,1,2000.0,2.0,451.0,Y,74,234,0,0,0,0,0,10,2009,WD ,Normal,213000,0,0,0,0,1,1,2,5,3,6,6,1,1,1,5,,2,1
877,120,RM,68.0,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,685.0,0.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,4,Typ,0,2003.0,2.0,420.0,Y,140,0,0,0,0,0,0,6,2009,WD ,Normal,144000,0,0,0,0,1,1,2,5,0,2,6,1,1,0,3,,2,1
878,120,RM,68.0,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,685.0,0.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,4,Typ,0,2003.0,2.0,420.0,Y,140,0,0,0,0,0,0,5,2009,WD ,Normal,140000,0,0,0,0,1,1,2,5,0,2,6,1,1,0,3,,2,1
